id,power_module_name,battery_module_name,battery_module_energy,battery_usable_energy,max_output_power,peak_output_power,nominal_voltage,operating_voltage_range,communication,power_module_weight,battery_module_weight,operating_temperature,max_operating_altitude,noise_emission,cell_technology,created_at,updated_at,height,width,length,power_module_height,power_module_width,power_module_length,battery_id
558,Vivia,Spaxman,5704680896434.21,6734395006638.03,1631824629791.65,3085110425031.55,21367,715,+558,225849.89,537284.51,979139.1,232744,492.51,quis augue luctus,2024-11-28T04:21:24Z,2024-04-19T00:03:40Z,576.19,3817.5,994.54,8592.07,4883.95,9263.34,558
559,Augustin,Karlolak,7349269352733.66,4598519026457.14,7751654623278.6,2540345975899.23,19154,994,+559,432167.14,855240.01,872556.25,251502,631.1,sapien,2024-12-27T15:44:14Z,2024-09-24T07:39:20Z,9270.97,6037.3,8115.75,975.32,8416.13,5452.61,559
560,Alisa,Dabney,9936325014370.43,866512486813.25,6032976062285.49,3845299576175.46,6220,464,+560,385237.79,865264.46,945991.57,616115,467.64,justo,2024-05-16T14:20:46Z,2024-12-31T03:11:15Z,831.53,6009.05,2388.63,8235.92,3916.46,4632.62,560
561,Gun,Alecock,8729583433319.74,7127971840816.51,898252142276.47,4410648642263.93,16190,6,+561,514317.95,664898.64,375397.29,545998,489.58,eget,2024-10-09T10:04:12Z,2024-10-13T18:18:08Z,7994.22,2997.05,3139.41,1900.95,5.49,3409.11,561
562,Henriette,Stokell,7960805130248.97,514995434964.51,118567809300.26,9696689595011.84,18948,784,+562,698335.65,286649.41,237615.29,238876,486.78,est,2024-10-12T04:47:13Z,2024-06-23T09:37:20Z,9227.31,8682.75,1238.29,7957.59,6774.19,877.93,562
563,Dulci,Lawful,6850569869646.92,5156270028300.98,4574724655165.11,884794157447.44,7670,312,+563,57060.71,113491.14,64349.54,804561,708.15,in lectus pellentesque,2024-05-07T06:52:26Z,2024-10-26T08:34:22Z,9220.07,4402.5,3448.2,9336.83,6992.11,7264.14,563
564,Aleta,Kaminski,1082819138589.53,8275243312754.44,616471368177.21,7205166098751.74,20148,263,+564,328133.63,584235.61,340353.55,799879,306.69,cursus id,2024-05-11T10:57:15Z,2024-10-18T06:05:44Z,9743.75,7500.69,7004.6,7675.44,2024.58,253.61,564
565,Lorrie,Townshend,1624123472269.19,2144070731028.66,1565002797506.97,2170721898586.77,17583,361,+565,263955.47,885364.2,122075.28,384506,537.86,magnis,2024-03-20T11:13:54Z,2024-11-22T12:03:42Z,422.63,1602.35,7049.92,1931.02,558.94,909.24,565
566,Alec,Margram,2566052605050.94,4266595420410.95,4004962475197.75,6299651784625.89,20927,209,+566,33041.51,292146.46,304081.38,574271,451.57,platea dictumst morbi,2024-03-16T08:10:08Z,2024-09-19T02:09:17Z,5836.59,2225.12,2414.33,7604.45,3259.34,865.37,566
567,Pasquale,Gainseford,4612773993989.71,5000670834652.67,7717826656115.83,2473352655417.12,7275,225,+567,885199.38,490850.91,763571.81,478911,983.49,cras pellentesque,2024-09-12T15:42:51Z,2024-05-16T18:31:14Z,3174.77,7739.79,3122.23,6896.39,4055.48,6890.67,567
568,Teriann,Scrimshire,7900926160593.46,3848032297748.25,1364800453445.9,5961334091095.79,3832,894,+568,587583.88,486409.8,847137.28,636574,211.57,feugiat non,2024-08-10T05:12:29Z,2024-04-05T23:49:14Z,6489.47,611.78,1574.47,7373.2,8592.65,2440.86,568
569,Emmerich,Pfeiffer,2907790110926.97,6092087671821.82,4579403322587.25,6319539774202.87,7386,671,+569,743702.38,343421.57,4635.99,527138,930.23,imperdiet,2024-03-08T17:15:41Z,2024-05-08T16:19:42Z,603.37,9771.59,8124.94,4890.74,7265.3,2088.97,569
570,Sharon,Legier,2978387136983.44,465360524542.84,2035578814021.68,8008649416797.39,35,686,+570,570260.9,337710.7,86012.57,901624,415.16,duis,2024-04-02T08:44:17Z,2025-01-25T22:22:16Z,5424.12,1560.21,3682.52,5495.57,8780.98,3001.51,570
571,Saxe,Pibsworth,7315140610297.53,1543531509764.71,5029916892145.32,3592899091824.78,8746,157,+571,41967.86,636533.63,692927.08,428062,635.03,non,2024-05-04T23:02:06Z,2024-10-07T22:45:38Z,2385.14,1847.37,8639.03,8840.41,943.72,6362.5,571
572,Delcine,Bolzmann,5668645228381.58,1863783193744.57,5834710584072.05,6599576900300.38,463,463,+572,78209.07,879231.45,559898.6,930828,593.96,lorem quisque ut,2024-07-18T00:39:11Z,2024-10-15T10:35:04Z,4882.31,4404.0,357.58,5834.54,3761.73,9461.84,572
573,Felicdad,Ferrick,3757265551011.43,7577205522613.45,1005674249861.54,4813757977890.78,2785,471,+573,414925.87,350856.99,410788.72,85496,97.55,hendrerit at,2024-07-31T10:50:29Z,2024-07-05T05:47:22Z,4247.05,5193.49,4789.96,6786.65,4760.17,1640.95,573
574,Milli,Phidgin,9583825721936.76,5006290440785.96,8730346975401.49,8819483442803.32,439,437,+574,185056.73,914154.36,542412.17,732280,219.2,tempus semper,2024-08-05T02:39:33Z,2024-09-28T22:35:53Z,1366.09,6548.51,9371.1,5584.21,7563.14,2249.14,574
575,Tanner,Edgeley,6133158180847.32,3171291065075.0,7092977531837.31,9360679482116.47,11666,496,+575,789961.77,769519.03,553819.64,694965,666.93,primis in faucibus,2024-02-21T00:47:58Z,2024-10-25T15:45:22Z,8129.85,6749.03,9397.55,8076.5,7934.12,1787.13,575
576,Damaris,Ide,1207837799068.31,1173096673879.46,9259951474631.72,6998251905858.99,8438,583,+576,616973.54,980705.22,367949.52,430975,857.81,sapien iaculis congue,2025-01-17T21:18:45Z,2024-10-11T21:20:07Z,4137.83,1622.97,8914.51,8624.46,3067.38,465.71,576
577,Everard,Petticrew,9934765397786.47,409629465294.44,4831676475357.6,6922409746863.81,17857,914,+577,789357.63,825481.7,217725.79,410842,699.42,tortor risus,2024-02-23T07:29:44Z,2024-12-28T02:22:53Z,4970.34,6386.16,1463.27,5601.91,1091.2,8956.29,577
578,Tasia,Sante,5329413431652.85,1843860592572.43,5955624946969.76,9689899213370.07,2810,538,+578,51568.58,774484.49,483838.33,992375,532.38,eleifend pede,2024-11-10T03:14:45Z,2024-05-19T04:18:05Z,6512.48,9129.3,5991.58,3228.29,5780.79,4947.66,578
579,Magdaia,Allewell,9076855419200.1,8453716376222.18,1413757162168.28,2811319161074.2,20155,362,+579,991052.83,293265.88,156421.02,893591,711.72,in faucibus,2024-03-24T08:28:27Z,2024-07-12T02:43:03Z,8123.02,2266.12,3822.15,8439.53,5026.68,1459.6,579
580,Mehetabel,Bernhart,683287241458.93,246422138602.8,778031394440.45,1605183671724.25,13259,67,+580,803828.42,360800.58,978919.55,74219,365.37,eu magna vulputate,2025-01-28T06:21:37Z,2024-10-01T21:05:13Z,2324.78,1472.91,7104.91,1952.56,3395.28,7633.93,580
581,Mitchell,MacMaster,2643570623284.26,8408964881464.11,8479420442182.86,356601234910.84,18472,247,+581,896483.56,765856.38,349179.67,637514,362.63,tempor convallis,2024-04-23T16:34:07Z,2025-01-11T00:26:06Z,8936.79,5971.16,2032.2,5567.29,5395.99,4991.09,581
582,Crysta,Odlin,2475752801553.19,8275137772125.07,3790191150340.92,7076009511596.28,14731,808,+582,618300.22,150290.03,122681.65,207877,257.75,amet diam in,2025-01-09T19:58:51Z,2024-11-10T22:34:38Z,4839.31,3523.25,7361.84,6062.26,1044.53,7941.58,582
583,Rock,Tiddy,1835311138416.74,9229235934004.8,8416594219131.88,3903190777921.7,10592,2,+583,840548.43,261229.49,943817.13,799717,513.06,aenean lectus,2024-08-27T03:05:03Z,2024-03-03T11:35:27Z,9676.37,421.56,9579.31,6406.96,6227.63,7030.8,583
584,Charity,Hardie,3778613327487.67,254098107793.89,7434956922034.68,1330118446510.14,3891,807,+584,78875.35,496967.62,549623.74,725601,274.79,vitae quam suspendisse,2025-01-21T01:07:41Z,2024-04-24T15:19:10Z,3331.02,7154.19,1339.15,1572.62,6298.04,4498.75,584
585,Marrissa,Cary,4368344707567.07,7255312953339.14,8316422464009.94,1841049116171.68,6276,971,+585,992492.66,495059.59,511128.25,307554,254.32,scelerisque quam,2024-11-24T16:39:42Z,2024-08-12T03:31:05Z,4964.93,1440.48,3455.86,2991.21,6963.49,1329.84,585
586,Barbabra,Tibalt,6463142803930.33,1409468704876.15,9548338143606.69,2683074895156.95,8245,708,+586,623503.99,171956.24,483000.11,856364,849.62,libero quis,2024-06-12T07:49:37Z,2024-07-27T10:11:03Z,9148.54,2382.71,3085.77,1776.55,8298.21,3725.83,586
587,Constantine,McDermott,9147760690495.91,305980052121.21,2029104646450.52,587592617470.71,20973,957,+587,878740.28,77959.64,104042.79,602096,965.25,hac habitasse platea,2024-03-01T11:56:58Z,2024-06-01T11:31:03Z,5245.92,4662.38,455.19,906.7,2407.32,2781.0,587
588,Jannelle,Skipsea,2580215591767.14,3396137930097.08,14302172455.96,5830636059058.8,6041,983,+588,564334.31,610145.45,885447.0,992118,299.39,at,2024-04-25T03:33:30Z,2024-10-24T15:39:12Z,3800.72,2222.87,450.3,4858.94,7497.72,5407.86,588
589,Ollie,Line,7405501441245.55,2163502737691.44,5161970240925.24,1507651798498.59,19158,856,+589,472229.15,590429.62,333795.43,345971,622.42,sed,2025-02-03T00:16:25Z,2024-07-12T12:21:27Z,5641.49,4465.78,3306.55,4749.16,9611.72,220.28,589
590,Bria,Keatch,3648176135284.86,1761176092899.07,1725867788014.82,4861181843819.48,16998,725,+590,429621.19,938821.4,320442.25,8150,370.82,at,2024-09-06T17:48:43Z,2024-03-15T21:16:13Z,7552.49,1203.79,2416.52,9907.97,8797.49,6082.26,590
591,Hedwig,Clench,7930040258884.29,7599191780088.99,7349194826656.99,2984205634126.77,15940,272,+591,419469.72,514671.77,426685.33,361501,152.26,sed ante,2025-02-06T20:40:58Z,2024-09-24T14:08:30Z,1327.52,8012.59,247.85,8068.58,6575.89,3145.35,591
592,Rachael,Bonefant,6153009661813.63,7652327630814.73,7516257284778.85,1095287781774.77,19889,323,+592,993082.46,575856.37,210747.8,13462,505.85,mi nulla,2024-08-20T14:02:45Z,2025-02-04T09:11:52Z,1146.6,8608.35,8809.81,5602.39,7966.58,6143.92,592
593,Sven,Dable,2026815501345.51,9498903680270.32,4013941032486.59,8637939520963.46,13719,349,+593,411344.35,594880.21,437740.44,334256,297.3,ligula,2024-03-18T16:41:40Z,2025-01-27T23:57:48Z,6393.89,1313.79,9688.93,9341.1,8016.97,1570.47,593
594,Agnola,Guyon,8171064309827.79,172250377610.29,2503438687700.83,6771651873197.66,15998,861,+594,844199.41,646877.22,780763.69,480714,712.67,vivamus vestibulum sagittis,2024-10-17T05:13:01Z,2024-09-24T16:40:16Z,6658.38,3758.41,4681.52,4610.99,3943.62,51.07,594
595,Belita,Schrinel,8002483025706.93,2351921005806.93,9220486969808.14,367468502270.99,303,904,+595,866171.06,572962.03,111793.8,211965,662.48,nisi,2025-01-06T08:35:45Z,2024-10-23T17:19:26Z,7388.15,5393.27,4522.93,6201.12,1576.03,1885.86,595
596,Kimberlee,Sandercock,4859006691412.86,4377826674791.44,2836976198801.57,7560690133529.35,18707,703,+596,137904.73,826648.87,296900.84,34333,805.09,tellus nulla,2024-09-03T04:15:07Z,2024-03-15T23:31:12Z,51.1,802.46,7268.85,2728.52,8167.17,6521.65,596
597,Greer,Hackett,32089184808.85,9147133536849.0,3454061552687.7,1058723367632.43,10082,661,+597,40705.57,624424.08,857604.02,132762,581.3,donec diam neque,2024-11-20T14:26:17Z,2024-08-14T11:54:29Z,6599.32,687.25,4301.67,3629.28,575.26,1999.76,597
598,Cyril,Imeson,42527434725.49,3036144521134.14,2977415993350.56,1474738813381.54,11374,418,+598,533573.32,440451.98,578252.57,800989,681.47,quam suspendisse potenti,2024-02-25T15:08:28Z,2024-08-07T00:35:20Z,7585.68,1946.68,168.77,5023.92,437.26,6139.72,598
599,Heinrik,Arber,4000502542793.96,8000232753519.19,2890380683181.6,7271218684496.9,10456,628,+599,480122.2,276308.78,226427.51,719901,529.38,semper rutrum nulla,2025-02-04T12:39:01Z,2024-03-24T14:04:19Z,3021.43,9005.85,3190.93,25.25,2613.68,5177.22,599
600,Hester,Gyrgorwicx,3253667455210.39,3162161365254.01,8513408535777.72,7479226843867.3,8389,527,+600,493800.71,990469.39,169493.88,107498,843.44,ut rhoncus aliquet,2024-06-17T19:26:39Z,2024-04-23T07:58:31Z,3183.63,1303.69,3155.95,2922.69,8889.02,600.62,600
601,Skipton,Shepland,4897660594907.66,4905924814987.16,9814137911715.46,2795015093056.47,15338,265,+601,291665.39,764552.65,613967.29,66898,732.71,massa id nisl,2024-07-17T16:51:25Z,2024-05-31T11:00:49Z,2795.45,2707.85,8197.66,8916.46,3096.21,9645.69,601
602,Leola,Climer,9315724016750.92,8515902836953.86,7566999187493.87,1853757828716.25,7431,602,+602,110988.85,348346.89,208827.26,694457,968.61,eget orci vehicula,2024-11-16T06:21:48Z,2024-09-25T02:58:03Z,2226.28,8385.32,5652.49,7882.39,5349.3,2571.1,602
603,Linea,Gaddes,500281984421.48,9368779013092.56,1391516585453.98,5179302089978.5,6694,408,+603,171328.34,412997.56,734051.92,876619,165.76,ac,2024-05-04T17:38:13Z,2024-10-14T02:49:22Z,8405.99,4262.69,1043.7,3634.12,383.98,2252.1,603
604,George,Wiggington,667834408263.66,8227461392958.9,691018841087.32,6420266961127.47,14686,82,+604,386590.41,314447.73,441384.6,872562,670.23,hac habitasse platea,2025-01-07T15:29:44Z,2024-09-07T20:35:35Z,9864.5,1906.93,894.41,1026.06,2627.52,8395.8,604
605,Brittne,Cammell,1707192166492.77,8810059634029.37,5236505295179.82,106870292949.2,195,765,+605,395773.54,386698.78,24483.39,390920,488.13,mauris,2024-09-07T18:27:43Z,2025-01-04T12:09:26Z,7422.86,1441.95,8578.24,7077.52,8491.57,787.24,605
606,Sylvester,Falcus,8278926009222.12,9266037538167.28,20280771397.91,5564737932550.21,20548,165,+606,161600.76,163947.31,760396.17,344450,665.96,turpis enim blandit,2024-12-13T19:52:14Z,2024-02-11T01:34:53Z,5108.87,6968.68,8384.06,8543.95,4116.93,2508.95,606
607,Patti,Kolodziej,6503062973885.49,7811098028266.23,6801575435197.67,5279352557051.45,14617,285,+607,784341.72,547555.0,101696.41,387090,680.18,in faucibus orci,2024-10-16T01:31:46Z,2024-05-02T23:30:23Z,2517.16,4105.09,5067.21,1503.87,134.42,2856.72,607
608,Sascha,Gratrex,6734601621675.86,916449831451.76,9381282718247.74,4780600537468.44,7534,536,+608,829134.89,250488.96,982060.51,160641,474.43,et magnis,2024-09-12T14:59:20Z,2024-02-11T07:48:53Z,8978.61,8854.12,3164.81,7173.19,5520.06,1515.42,608
609,Bobby,Morigan,2733294897320.22,3652895705848.41,1863098781688.24,3423389403928.8,18780,157,+609,412751.87,912043.62,871647.69,585541,580.8,massa id,2024-09-22T12:45:07Z,2024-06-02T17:02:29Z,1053.71,1612.64,7252.49,6291.43,8438.74,4909.89,609
610,Gabriella,Jaspar,7534536054823.9,9028180006871.33,4929204983079.37,409955078411.7,17355,448,+610,921077.8,581994.94,677178.12,803434,824.94,pede malesuada,2024-07-01T18:25:01Z,2024-07-13T09:09:19Z,1516.03,8979.45,7097.92,355.47,1699.1,3583.96,610
611,Josee,Von Der Empten,325676883353.51,629390283451.78,3576474902615.93,1769074493936.39,18676,89,+611,510776.45,803801.69,711223.29,658836,47.87,sit amet sapien,2024-04-04T13:59:12Z,2024-06-11T03:21:00Z,6199.91,2667.74,3773.67,590.99,3663.38,9748.14,611
612,Glynnis,Goodlett,9753165895048.28,8163216721365.1,2322371891295.09,8563253961913.43,19843,85,+612,155329.78,488789.81,300537.39,398050,24.62,morbi sem mauris,2024-07-05T05:43:26Z,2024-05-24T03:04:16Z,5867.4,9396.93,5839.26,42.87,890.18,2867.07,612
613,Bartolomeo,Reicherz,6698246605932.44,1110948861523.93,2646121138655.56,4971630804998.91,20604,56,+613,554325.19,896196.11,611051.53,710726,756.23,magnis,2025-01-16T18:19:53Z,2024-08-20T00:18:36Z,9065.43,3351.04,378.39,7090.06,2971.35,7697.5,613
614,Roarke,Loddy,9379555564437.9,3260373632410.33,5617897881095.48,2974117862747.04,18140,719,+614,528535.28,835721.12,429201.93,504640,951.42,vulputate,2024-02-28T20:12:14Z,2024-08-03T19:54:19Z,4299.32,6496.73,2031.26,563.04,8481.99,7203.81,614
615,Melli,Imrie,1886731043581.61,3865182058551.28,5208288774933.15,9506802568793.47,1611,110,+615,604976.94,32829.88,767905.26,483800,859.11,consectetuer,2024-06-17T15:30:49Z,2024-11-11T20:42:50Z,256.03,4534.81,1097.2,6863.14,805.84,1613.66,615
616,Christophe,Greggs,906867738284.51,1017993382594.15,8608638444074.34,2734526457202.63,16148,342,+616,69868.95,930133.93,127636.53,215685,318.42,ut erat curabitur,2024-12-12T01:47:19Z,2024-05-21T09:40:59Z,6443.56,1980.09,9126.22,4715.36,9613.6,8726.91,616
617,Mal,Olivey,1133907948217.97,361545500625.98,8003157968765.54,6464768313458.85,3430,246,+617,673554.13,263108.91,95829.45,74435,311.22,aliquam lacus morbi,2025-01-29T20:16:05Z,2024-12-30T13:15:25Z,7913.65,321.2,6897.51,4106.65,2008.68,2444.48,617
618,Tim,Extence,1533438466430.48,6510742650789.37,7442798199007.79,9053448920443.8,1052,675,+618,787950.49,231195.37,436027.76,180258,178.34,neque sapien placerat,2024-11-30T08:15:32Z,2024-06-11T07:31:50Z,4840.66,6082.58,8496.05,6654.07,2220.38,128.41,618
619,Brigid,Perceval,5933229756481.61,6198152473079.96,2733345889781.68,6256525806586.3,11011,765,+619,202410.88,104450.99,207321.74,193345,744.03,elementum eu,2024-05-29T20:20:13Z,2025-02-07T19:22:38Z,2784.55,8976.31,4118.28,5286.55,5325.47,4612.52,619
620,Anjela,Danahar,1841431418679.26,2977145554047.83,9175960439174.21,5539055449252.13,5505,190,+620,859190.95,252601.15,626771.06,862261,638.44,neque duis,2025-02-03T03:56:09Z,2024-12-12T08:38:12Z,8423.06,526.85,4958.9,9923.13,7704.87,5082.91,620
621,Clint,Davidek,8371298933346.01,5189971714598.33,7859107678685.12,8181410067700.17,15832,578,+621,764863.66,176498.29,784952.28,216598,443.86,pede justo lacinia,2024-12-04T19:30:24Z,2025-02-09T03:33:52Z,3757.24,7080.39,6022.09,1497.83,1590.4,2784.31,621
622,Thibaud,Duggan,1401793787035.78,2596143252799.54,2138970551035.15,791782278270.26,5757,631,+622,947584.72,803275.48,587903.17,66685,252.51,blandit,2024-04-20T14:33:25Z,2024-07-14T14:10:53Z,9222.04,8083.79,9596.24,3317.87,6681.6,7097.71,622
623,Eydie,McKennan,6350492955935.25,5014073554213.02,7934326625591.12,7590516142096.5,7856,665,+623,755292.08,62417.66,975148.31,343752,121.6,lorem quisque,2024-06-12T17:09:20Z,2024-11-04T12:31:34Z,4298.57,653.02,8737.84,3926.55,4731.58,5902.28,623
624,Titos,Shellibeer,2390878716643.09,4895068443079.17,3535480768822.21,1819753528815.14,4330,420,+624,597765.66,409572.76,310520.96,900885,379.59,ante ipsum primis,2024-08-14T05:28:43Z,2024-03-29T16:11:01Z,756.61,3814.85,817.94,9074.09,9643.75,3081.63,624
625,Catlaina,Hinkes,1133154480128.61,2552427878562.47,7771060525612.69,7735904422623.92,4257,305,+625,428471.77,165023.29,525134.56,9996,389.89,elementum,2024-06-04T18:06:13Z,2024-12-11T18:03:40Z,1899.65,782.96,9520.48,7477.3,2831.55,4600.07,625
626,Dill,Broadwell,4148274125144.02,7546665034259.68,1902132523237.47,1109938992610.93,5723,707,+626,93586.06,947825.3,613997.9,27903,480.09,diam vitae quam,2024-03-18T11:17:56Z,2024-04-15T03:21:06Z,2456.72,9241.16,4477.38,2807.51,7118.29,8115.74,626
627,Fritz,Disbrow,8774872892110.15,8664633684999.65,1575921433546.69,2702085690361.22,14425,468,+627,149794.86,905484.47,175242.83,6390,954.65,posuere,2024-12-15T01:18:56Z,2024-08-28T09:53:29Z,3390.59,316.84,3118.63,7568.8,8351.45,9229.74,627
628,Roseanne,Mannakee,7049162851990.55,8725162543023.61,3766221658091.94,1859103109726.13,361,206,+628,685323.63,548633.4,278783.39,751157,151.18,nulla,2024-09-01T11:24:32Z,2024-11-06T00:55:29Z,9103.67,2624.67,2126.52,549.55,7744.84,3328.5,628
629,Biddy,Mergue,610954944646.55,4495347066090.6,4006773730827.92,9718821929857.04,14648,944,+629,919724.54,809285.89,589459.25,381305,610.67,congue,2024-07-31T03:44:48Z,2024-06-26T15:41:44Z,9657.02,5385.44,6667.98,5835.16,5165.35,1319.84,629
630,Heinrick,Risby,1948752781053.73,9505746331634.33,1414426165655.95,2412667338891.53,59,944,+630,779392.78,462416.45,81181.41,649392,765.26,ipsum integer a,2024-09-15T01:41:49Z,2024-05-27T21:39:59Z,5060.55,1817.89,4417.0,2941.19,4661.63,7713.82,630
631,Gracia,Strand,3871784752514.64,8388867983095.46,7642018229952.98,4589233172516.08,12863,535,+631,444630.37,302735.87,87309.98,683054,765.61,nulla,2024-10-27T23:32:54Z,2024-05-18T12:30:26Z,8607.66,1636.75,9754.32,8149.58,8768.06,9916.12,631
632,Marie-jeanne,Kenderdine,6663422219784.75,3245621530882.63,2991329528988.74,3779982860999.85,2056,92,+632,317252.05,284810.16,259165.26,730718,9.71,primis in,2025-01-07T02:59:06Z,2025-01-07T21:36:10Z,5053.95,5574.25,45.04,1719.13,4956.79,2843.7,632
633,Ursola,Lopez,1160582343527.73,3289585575382.19,6803745048094.75,8271341381694.18,5244,522,+633,630981.54,675294.64,390714.83,526516,622.25,potenti cras,2024-03-19T07:47:32Z,2024-08-08T18:44:21Z,1584.74,5727.91,7844.37,7554.55,3096.75,9405.45,633
634,Lindy,Syres,2553253707401.01,8560129335840.4,2582440646164.01,3980693550101.56,123,799,+634,69573.02,655121.82,661878.12,375344,310.75,in,2025-01-24T04:32:58Z,2024-03-24T15:09:37Z,8005.2,8123.41,7327.99,1803.85,3747.1,5794.28,634
635,Darla,De Vaux,590676831075.88,4201442827740.08,5775069601158.54,8971513713484.82,16212,510,+635,187235.97,46060.43,704676.87,411952,267.35,leo odio,2024-04-18T05:42:35Z,2025-01-23T09:59:46Z,2335.63,5192.28,4385.26,9692.33,9758.37,6742.15,635
636,Christophe,Gavigan,1384863233563.88,1122359347782.7,8011704352209.47,3864247318114.96,16792,223,+636,323102.11,645587.5,359124.55,245845,827.95,sapien a,2024-03-05T03:43:26Z,2024-11-22T23:51:20Z,3109.05,943.6,5165.69,9918.95,1927.54,3392.46,636
637,Irwinn,Gheeorghie,1838896487397.3,7702870848772.76,5141307394589.92,8846246431450.32,8826,620,+637,626519.31,487833.7,346325.02,776793,573.84,lacinia erat vestibulum,2024-12-14T12:16:49Z,2024-11-25T23:09:41Z,3311.4,7094.03,1643.03,1051.46,7897.18,1133.34,637
638,Devonne,Eastmead,9386723213253.34,3189400134304.42,9007337478493.36,2976137123730.47,7370,472,+638,861455.76,518475.93,469927.21,351844,270.87,augue quam,2024-03-12T07:30:23Z,2024-11-20T00:01:00Z,6078.11,1595.03,3439.4,6210.49,2609.01,4486.14,638
639,Massimo,Maus,8709516181235.16,4693131464783.34,466889249820.33,8121019971728.95,19387,712,+639,264171.24,999399.54,78498.55,595350,394.89,nulla suscipit,2024-12-04T14:36:07Z,2024-08-20T00:37:07Z,9610.78,6006.12,8289.74,9269.15,6929.89,3321.42,639
640,Marrissa,Geockle,5318893090583.97,3654774077696.98,6967957412241.38,1137071748934.07,19065,942,+640,720275.76,581123.37,791718.32,31738,866.05,posuere nonummy,2024-10-28T21:06:24Z,2024-06-15T04:04:45Z,5410.4,1177.3,5697.72,9864.93,4594.4,5641.87,640
641,Kristi,Lickess,1590031487519.96,1092200474883.43,2052771648064.34,1676401520582.57,12210,107,+641,658719.6,833182.09,450187.11,210274,524.74,leo odio porttitor,2024-03-13T19:19:30Z,2024-04-22T11:47:54Z,9767.63,6791.72,3468.76,9806.21,8644.76,5824.26,641
